metin,kategori
ünlü kafe zincirinde gizli kamera şoku malatya kent merkezindeki bir kafenin kadınlar tuvaletine gizli kamera konulduğu ortaya çıktı ünlü bir markanın zinciri olan kafeye gelen bir kadın müşteri tuvalete girdiğinde tavanda bir ışığın yanıp söndüğünü fark edince büyük bir şok yaşadı merkez kanalboyu caddesi üzerine bulunan ünlü bir markanın zinciri olan kafeye gelen bir kadın müşteri tuvalete girdiğinde tavanda bir ışığın yanıp söndüğünü fark etti şüpheye kapılıp daha dikkatli bakan kadın bunun bir gizli kamera olduğunu anladı durumu hemen garsona bildiren kadın onun bu olayı geçiştirmeye çalışması üzerine polise ihbarda bulundu olay yerine gelen polisler tuvaletteki gizli kameraya el koyarken hafıza kartını ise kimliği açıklanmayan olayı geçiştirmeye çalışan garson i s de ele geçirdi gözaltına alınan garson i s sorgulanmak üzere asayiş şube müdürlüğü ne götürülürken gizli kamera şoku yaşayan kadın karakola gelerek şikayetçi oldu,guncel
mübarek yeniden yargılanacak mısır temyiz mahkemesi eski cumhurbaşkanı hüsnü mübarek ile eski i çişleri bakanı habib el adli nin davalarının yeniden görülmesine karar verdi aa muhabirinin yargı kaynaklarından edindiği bilgiye göre mübarek ve adli nin devrim sırasında göstericilere yönelik ölüm emri vermek suçuyla yargılandıkları ve müebbet hapis cezasına çarptırıldıkları davaların yeniden görülmesine karar verildi mahkemenin ayrıca söz konusu davadan beraat eden 6 içişleri bakanı yardımcısının da yeniden yargılanmasına karar verdiği bildirildi mahkeme kararının açıklanmasının ardından mübarek in posterlerini taşıyan onlarca gösterici mahkeme önünde toplanarak kararı protesto etti mısır daki ayaklanmalar sırasında güvenlik güçlerine göstericilere güç kullanması için talimat vererek ölümlerine sebep olmaktan yargılanan mübarek müebbet hapis cezasına çarptırılmıştı,dunya
mali ordusu 12 kaçakçıyı ölü ele geçirdi mali ordusunun ülkenin kuzeyindeki cebeli köyü yakınlarında çıkan çatışmada 12 kaçakçıyı öldürdüğü belirtildi mali savunma bakanlığı ndan yapılan yazılı açıklamada silahlı soygun yapan 12 kaçakçının ordu güçleriyle girdikleri çatışma sonucu ölü ele geçirildiği kaydedildi azavad ulusal kurtuluş hareketi mnla mali ordusuna bağlı birliğin azavad kabilelerinin yaşadığı cebeli köyüne baskın düzenlediğini duyurmuştu mnla tevhid ve cihad ve ensar ed din hareketleriyle beraber mart taki askeri darbe sonrası oluşan iktidar boşluğu sebebiyle mali nin kuzey bölgelerini kontrol ediyor yerel kaynaklar bölgede oluşan güvenlik sorunları sebebiyle sigara uyuşturucu ve silah kaçakçılığının yaygınlaştığını bildiriyor aa,dunya
botaş kaski hazırlığında türkiye kadınlar basketbol ligi nde tkbl adana botaş 20 şubat ta deplasmanda karşılaşacağı kayseri kaski maçının hazırlıklarını sürdürüyor çalışmalarını başantrenör aziz akkaya yönetiminde gerçekleştiren adana temsilcisi kondisyon ve şut çalışmasının ardından antrenmanı sonlandırdı adana botaş oyuncularından gamze takmez antrenman sonrası yaptığı açıklamada takım olarak her maçı kazanmak için ellerinden geleni yaptıklarını ve hazırlıklarını da bu doğrultuda sürdürdüklerini kaydetti geçmiş haftalarda alınan kötü sonuçlarla üzdükleri taraftarı gelecek haftalarda alacakları galibiyetlerle sevindireceklerini ifade eden takmez kendimizi affettireceğiz antrenmanlarda da hazırlıklarımızı en iyi şekilde sürdürüyoruz 20 şubat ta deplasmanda kayseri kaski ile karşılaşacağız bu maçtan da galibiyetle ayrılarak adana ya mutlu dönmek istiyoruz dedi,spor
ağlaya ağlaya cezaevine gittiler samsun da 28 yaşındaki evren kaya nın yolunu kesip zorla para almaya çalışan serdar sekmen 23 ile yasin çiçek 22 yağma suçundan 6 şar yıl hapis cezasına çarptırıldı kararla birlikte tutuklanan 2 sanık gözyaşlarını tutamadı canik i lçesi nde geçen yıl mayıs ayında meydana gelen olayda serdar sekmen ile arkadaşı yasin çiçek iddialara göre evren kaya nın önünü kesip önce sigara istedi sigarayı aldıktan sonra bu kez para isteyen 2 kişi olumsuz cevap alınca kaya ya saldırdı bu sırada bir fırsatı bulup kaçan ve polisi arayan evren kaya şüphelilerden şikayetçi oldu kısa süre sonra yakalanan şüpheliler çıkarıldıkları nöbetçi mahkeme tarafından tutuksuz yargılanmak üzere serbest bırakılırken haklarında samsun 1 inci ağır ceza mahkemesi ne yağmaya eksik teşebbüs suçundan dava açıldı bugün hakim karşısına çıkan sanıklardan serdar sekmen suçlamaları kabul etmeyerek 20 gün önce bana kadın bulup gelin de alem yapalım diye konuşunca aramızda tartışma çıkmıştı bizden kadın istediği için kendisine kızmıştım olay günü de alkol alırken onu gördük ve aramızda kavga çıktı ancak para istemedik ve zorla almaya da çalışmadık dedi şi kayeti nden vazgeçti ancak evren kaya ise sanıkların kendisinden zorla para almaya çalıştıklarını ancak şikayetinden vazgeçtiğini söyledi mahkeme her iki sanığa da yağmaya eksik teşebbüs suçundan 6 şar yıl hapis cezası verip tutukladı kararla birlikte tutuklanan sanıklar duruşma salonundan dışarıya çıkarılıp cezaevine gönderildi bu sırada serdar sekmen 6 yıl ceza mı olur yandık ya bu nasıl bir adalet diyerek ağladı,guncel
yıldız b milli takım i zmir taramaları başladı tbf milli takımlar departmanı tarafından gerçekleştirilen yıldız b milli takım oyuncu taramalarının 6 ayağı i zmir de başladı i zmir halkapınar spor salonu nda yapılan taramalara ilk gün i zmir kulüplerinin 1999 doğumlu erkek sporcuları katıldılar bugün gerçekleştirilen taramalarda toplam 106 sporcu yer aldı altyapı milli takım antrenörlerimizin de görev aldığı bu taramalarda sporcularımızın fiziksel ve motorik testleri de uzman ekipler tarafından gerçekleştiriliyor i zmir taramalarına yarın sabah saat 11 00 da 2000 doğumlu erkek sporcular ile öğleden sonra ise 1999 2000 doğumlu kız sporcular katılacaklar,spor
en az 3 gol atılması gerek son gelen bilgiler 2009 da oynanan liverpool debrecen maçında şike yapılmak istendiği ancak başarılı olunamadığı yönünde danimarka gazetesi ekstra bladet in tüm avrupa medyasında servis edilen haberine göre macar takımı debrecen in kalecisi vukasin poleksic in şike örgütü tarafından maçta en az 3 gol olması amacıyla ayarlandığı belirtiliyor ancak maçta sadece 1 gol oluyor liverpool dirk kuyt ın attığı gol ile maçı 1 0 kazanıyor polis kayıtlarına göre şike örgütü elemanları birbirleriyle mesajlaşmalarında gol kaçıran oyunculara tepki gösteriyor debrecen in o sene i talyan takımı fiorentina ile yaptığı ve 4 3 kaybettiği maçta da şike yapıldığı iddia ediliyor alman polisinin iddiasına göre burada da hırvat kökenli bir suç örgütü işin içinde bochum da yürütülen bir şike soruşturmasında ante sapina adında bir hırvat ın toplam 20 maçta şike yaptırmaktan 2011 yılında 5 yıl hapis cezasına çarptırıldığı ve avrupa daki büyük soruşturmanın merkezindeki kişilerden biri olduğu belirtildi macar kaleci poleksic ise fiorentina maçından önce kendisi ile temasa geçen şike örgütünü ihbar etmemesi nedeniyle uefa tarafından cezalandırldı o da kendi adını temize çıkarmak için cas a başvurdu dava şu anda sürüyor fanatik,spor
samet aybaba dan sneijder göndermesi beşiktaş teknik direktörü samet aybaba devre arası transfer döneminde hazır ve takımında oynayan futbolcuyu almanın zor olduğunu söyledi bjk nevzat demir tesisleri nde takımının antrenmanı sırasında basın mensuplarıyla sohbet eden aybaba transfer ettikleri oyuncuların hazır olmadığı yönündeki eleştiriler konusunda şunları kaydetti takımında oynayan futbolcuyu kim verir galatasaray 4 aydır oynamayan futbolcu aldı onun otuzda bir maliyetine biz oyuncu aldık devre arasında takımında direkt oynayan oyuncuyu alamazsınız hazır bazı oyunculara talip olduk ancak transfer edemedik 2 ligden bir oyuncuya talip olduk fiyatı 1 5 milyon avroya çıktı i stanbul büyükşehir belediyespor dan kadroya dahil ettikleri gökhan süzen in eski takımının en iyi oyuncusu olduğunu kaydeden tecrübeli teknik adam onu takımın en iyi oyuncusu diye aldık transfer ettiğimiz dönemde oynuyordu dedi coşkulu savunma yapamıyoruz siyah beyazlı takımın çalıştırıcısı hücumdaki coşkularını savunmada gösteremediklerini dile getirdi i skoç kaleci mcgregor un eleştirilmesiyle ilgili olarak aybaba futbolda iş sadece kaleci ile bitmez kaleciyle de başlamaz coşkulu hücum yapıyoruz ancak savunmayı aynı şekilde yapamıyoruz buna rağmen son maçta yediğimiz goller tamamen bireysel hatalardan oldu maçlarda neler olduğunu da görüyorsunuz diye konuştu maçta neler oluyor sorusunun yanı sıra hakem kararlarıyla ilgili soruyu da yanıtlayan aybaba şöyle konuştu ben zaten hakem yorumu yapmıyorum hakem eleştirisi doğru değil biz maçlar sonrası aşama aşama değerlendirme yapıyoruz önce biz ne yaptık diye bakıyoruz sonra rakip ne yaptı şeklinde düşünüyoruz en son da hakem ne yaptı diye bakıyoruz beşiktaş ın hala türkiye nin en iyi futbol oynayan takımı olduğunu savunan samet aybaba sözlerini şöyle sürdürdü kardemir karabükspor karşısında 2 gol attık 6 pozisyon kaçırdık genç oyunculara da şans veriyoruz futbolcularımız da sonuçtan dolayı üzgün kardemir karabükspor karşısında ayağımızdaki toplarla gol yedik ersan yediğimiz ikinci golde kendisine faul yapıldığını söyledi faul var tecrübeli teknik adam ligde bu hafta sanica boru elazığspor ile zorlu bir mücadeleye çıkacaklarını ifade etti kardemir karabükspor karşısında gol atan olcay şahan ın a milli takım a çağrılmamasıyla ilgili soruyu yanıtlayan aybaba olcay en başarılı oyuncularımızdan biri necip in milli takıma alınması doğru öbür oyuncularımızla ilgili karar abdullah hoca nın takdiridir şeklinde konuştu sinan kurumuş a destek samet aybaba kardemir karabükspor maçında ilk defa siyah beyazlı formayı giyen ancak yakaladığı pozisyonları değerlendiremeyen genç futbolcu sinan kurumuş a destek verdi maçı izlemeye gelenlerin bile heyecandan elinin ayağının titrediğini vurgulayan aybaba i nönü de oynamak kolay mı i zleyenin eli ayağı titriyor oynayanın eli ayağı titremez mi sinan ı beğenerek aldık henüz 18 yaşında ve orta vadeli planlarımız için transfer ettik sonuçta maça ısınmadan girmek zorunda kaldı ifadelerini kullandı aybaba genç oyuncu muhammed demirci nin de iyi durumda olduğunu söyledi oyuncu istemeden oynatmayız sakatlanan futbolcuların hazır olmadan forma giydikleri ve almeida nın oynanması için zorlandığı yönündeki eleştirileri yanıtlayan siyah beyazlı takımın çalıştırıcısı oyuncuya sormadan biz onu oynatır mıyız futbolcu ben hazırım demedikten sonra onu oynatmayız sağlık ekibi oynaması için onay verse dahi oyuncuya hazır olup olmadığını sorarız diye konuştu antrenmanda sakatlanan dentinho nun durumu konusunda da bilgi veren aybaba eksiği yoktu ve hazır geldi eski takımında antrenmanlarını yaptı ve bazı turnuvalarda oynadı zeminde sorun yok biz de çalışma programımızı yapıyoruz bazen bu konularda şansızlık yaşanıyor ifadelerini kullandı katar dan transfer ettikleri niang in 30 gün çalışmadığını hatırlatan samet aybaba çocuğu olmuş ve ülkesine gitmiş bu nedenle çalışmamış ama koşularını yapmış kendisini hazırlayacağız elazığ da kadroda olur mu olmaz mı bakacağız diye konuştu yerli forvet sıkıntısı yaşadıkları için niang ı aldıklarını belirten samet aybaba yerli santrfor olsa niang ı niye alalım mustafa olsaydı niye alalım ayrıca mustafa nın henüz bir ayı var şeklinde konuştu ligin durumu ve anadolu takımların başarısının türk futboluna olumlu yansıdığını anlatan aybaba bu şekilde kalitenin artacağını kaydetti doğum günümde gizli hedefi diledim hafta sonunda oyuncularıyla birlikte doğum gününü kutlayan aybaba mumu üflerken ne dilediniz sorusunu gizli hedefi diledim diye yanıtladı samet aybaba ayrıca doğum gününde kendisine saat alan oyuncularına teşekkür etti takımdan ayrılan batuhan ile kavga ettiği yönündeki haberlere açıklık getiren samet aybaba biz batuhan ile 15 gün birbirimizi görmedik ifadelerini kullandı batuhan a sezon başından itibaren şans verdiğini anlatan tecrübeli teknik adam almeida gibi bir santrfor elinizde varsa batuhan yakaladığı şansı kullanacak girdiği maçlarda golleri atacak diye konuştu aybaba kardemir karabükspor maçında oyundan çıkarken elini sıkmayan fernandes in tesislerde kendisinden özür dilediğini de sözlerine ekledi,spor
arda turan dan sürpriz telefon atletico madrid de oynayan milli futbolcu arda turan bursaspor teknik direktörü hikmet karaman ı arayarak tebrik etti hikmet karaman atletico madrid forması giyen milli futbolcu arda turan ın kendisini aradığını söyledi i nternet üzerinden yayın yapan web tv ye açıklamalarda bulunan karaman arda kulübün televizyonunu izlemiş beni görünce takılmış aradı tüylerim diken diken oldu müthiş şeyler anlattın hocam dedi arıyor tebrik ediyor tuncay büyük işler yapacak diyor mutlaka kendi aralarında telefonla konuşmuşlardır düşünün atletico madrid te oynayan arda nın bursaspor için duygularına bakın dedi batalla yi 20 yaşinda i zledi m takımın arjantinli oyuncusu batalla yı yıllar önce izlediğini belirten hikmet karaman ben batalla yı 20 yaşında izledim 4 senedir burada biz onu genç yaşta keşfettik gazete küpürlerini kesmişim 17 sırt numarasıyla oynuyor diye konuştu en güzel mesaj 3 puan taraftara en güzel mesajın sahada verileceğini belirten hikmet karaman taraftara en güzel mesaj haftasonu 3 puandır yeterince konuştuk dedi,spor
yücel platin den taraftara büyük övgü yeşilgiresun belediye antrenörü yücel platin bandırma kırmızı galibiyetinde taraftarın katkısının büyük olduğunu belirtirken rakiplerini de övdü bandırma kırmızı nın oyunun büyük bölümünü özellikle bire bir hücumlarla domine ettiğini söyleyen platin bir basketbol adamı olarak bandırma kırmızı antrenörü selçuk ernak ile oyuncularını tebrik etmek görevimdir bu maçı onlar da kazanabilirdi dedi platin şöyle devam etti çok tercih etmesem de ikinci yarıda 2 3 alan savunmasına döndük son 4 5 dakikada ise agresivitemizi artırmak için yeniden man to man yapmaya başladık ve değerli bir rakibi yendik i lk yarıdaki kötü performansı telafi edebilmesi takımımızın gücünü gösteriyor bu maçtaki en büyük kazanımımız melih sevda nın verdiği katkı oldu bundan sonra daha da iyi oynayacağına inanıyorum giresun da inanılmaz bir basketbol seyircisiyle karşılaştım sanki 20 yıldır üst düzey basketbolu izliyormuş gibi bir kültürle çok doğru müdahaleler yapıyorlar rakip hücum ederken 3 bin kişinin ıslığı yüzünden hakemlerin düdük sesi duyulmuyor maç bittikten sonra kutlamalar 10 dakika sürüyor bu koşullarda oynayan oyuncularımızın motive olaması olası değil salonun tıklım tıklım dolması çok sevindirici ama daha da güzel tarafı izleyicilerin verdiği modern görüntü,spor
tiroit hastalarını rahatlatan açıklama sağlık bakanlığı tiroit ilacı sıkıntısı bulunmadığını bu yıl piyasaya geçen yıla göre iki kat fazla ilaç arz edildiğini bildirdi sağlık bakanlığı tiroit hastalarının ilaç sıkıntısı çektiği iddiasının gerçek dışı olduğunu böyle bir sıkıntı yaşanmadığını bu yıl piyasaya geçen yıla göre iki kat fazla ilaç arz edildiğini bildirdi sağlık bakanlığı türkiye i laç ve tıbbi cihaz kurumu başkanı saim kerman tiroit hastalarının ilaç bulamadığı şeklindeki spekülatif haberlerin hastaların gereksiz ilaç stoku yapmalarına neden olduğuna dikkati çekti türkiye de aynı etken maddeye sahip ruhsatlı üç ilaç bulunduğunu bunlardan birinin üreticisi tarafından getirilemediğini ifade eden kerman diğer iki firmanın ilacında ise bir sorun yaşanmadığını belirtti kurum olarak piyasada sürekli denetim yaparak oluşabilecek sıkıntıları doğrudan üreticilerle temasa geçerek giderdiklerini anlatan kerman şunlara işaret etti hastalarımız ilaç temininde sorun olduğu haberlerinden etkilendikleri için evlerinde stok yapmaya yöneliyor oysa hastalarımızın evlerinde ilaç stoklamalarına gerek yok bakanlık olarak hastalarımızın ilaç sıkıntısı yaşamaması için gereken önlemleri alıyoruz kurumumuz görev alanına giren ürünlerin ruhsatlandırılması üretimi depolanması satışı ithalatı ihracatı piyasaya arzı dağıtımı hizmete sunulması toplatılması ve kullanımları ile ilgili kural ve standartları belirleyerek hayati önemi haiz ilaç tıbbi cihaz ve ürünlerin piyasada sürekli bulunabilmesi için gerekli tedbirleri alıyor bu yıl piyasaya arz edilen tiroit ilacı miktarının geçen yıla göre 2 kat olduğunu bildiren kerman ın verdiği bilgiye göre halen eczane raflarında bulunabilen iki ürünün 2012 yılı satış rakamı 8 milyon 865 bin 487 kutuya ulaştı aa,saglik
